YEAR,INDICATOR_NAME,DATA_VALUE,DATA_SOURCE_NAME,DATABASE_NAME,PRODUCT,PRODUCT_DESCRIPTION,INDICATOR_TYPE,CATEGORY,CONTACT,FREQUENCY,AKFIN,ESR,PRELIMINARY,REPORT_CARD_TITLE,INTENDED_ESP_NAME,SUBMISSION_YEAR,GATE1_YEAR,GATE2_YEAR,REMOVED_YEAR,SIGN,WEIGHT,UNITS,INDICATOR_ORDER,REGION,TIME_START,TIME_END,STATUS_TRENDS,INFLUENTIAL_FACTORS,REFERENCE,DATA_SOURCE_DESCRIPTION
2002,Summer_Sockeye_Salmon_Abundance_EBS_Survey,NA,AFSC Bering-Aleutian Salmon International Survey,AFSC BASIS Survey,Summer_Sockeye_Salmon_Abundance_EBS_Survey,Sockeye salmon abundance was estimated from NOAA Bering Arctic Subarctic Integrated Surveys in the EBS.,Ecosystem,Upper Trophic,Ellen Yasumiishi,Annually,N,Eastern Bering Sea,N,September juvenile sockeye salmon abundance in the EBS from the AFSC Bering Arctic Subarctic Integrated Survey,Bristol Bay Red King Crab,2020,2020,NA,NA,-1,1,Mt,9,NA,NA,NA,NA,NA,NA,NA
2001,Summer_Sockeye_Salmon_Abundance_EBS_Survey,NA,AFSC Bering-Aleutian Salmon International Survey,AFSC BASIS Survey,Summer_Sockeye_Salmon_Abundance_EBS_Survey,Sockeye salmon abundance was estimated from NOAA Bering Arctic Subarctic Integrated Surveys in the EBS.,Ecosystem,Upper Trophic,Ellen Yasumiishi,Annually,N,Eastern Bering Sea,N,September juvenile sockeye salmon abundance in the EBS from the AFSC Bering Arctic Subarctic Integrated Survey,Bristol Bay Red King Crab,2020,2020,NA,NA,-1,1,Mt,9,NA,NA,NA,NA,NA,NA,NA
2000,Summer_Sockeye_Salmon_Abundance_EBS_Survey,NA,AFSC Bering-Aleutian Salmon International Survey,AFSC BASIS Survey,Summer_Sockeye_Salmon_Abundance_EBS_Survey,Sockeye salmon abundance was estimated from NOAA Bering Arctic Subarctic Integrated Surveys in the EBS.,Ecosystem,Upper Trophic,Ellen Yasumiishi,Annually,N,Eastern Bering Sea,N,September juvenile sockeye salmon abundance in the EBS from the AFSC Bering Arctic Subarctic Integrated Survey,Bristol Bay Red King Crab,2020,2020,NA,NA,-1,1,Mt,9,NA,NA,NA,NA,NA,NA,NA
1999,Summer_Sockeye_Salmon_Abundance_EBS_Survey,NA,AFSC Bering-Aleutian Salmon International Survey,AFSC BASIS Survey,Summer_Sockeye_Salmon_Abundance_EBS_Survey,Sockeye salmon abundance was estimated from NOAA Bering Arctic Subarctic Integrated Surveys in the EBS.,Ecosystem,Upper Trophic,Ellen Yasumiishi,Annually,N,Eastern Bering Sea,N,September juvenile sockeye salmon abundance in the EBS from the AFSC Bering Arctic Subarctic Integrated Survey,Bristol Bay Red King Crab,2020,2020,NA,NA,-1,1,Mt,9,NA,NA,NA,NA,NA,NA,NA
1998,Summer_Sockeye_Salmon_Abundance_EBS_Survey,NA,AFSC Bering-Aleutian Salmon International Survey,AFSC BASIS Survey,Summer_Sockeye_Salmon_Abundance_EBS_Survey,Sockeye salmon abundance was estimated from NOAA Bering Arctic Subarctic Integrated Surveys in the EBS.,Ecosystem,Upper Trophic,Ellen Yasumiishi,Annually,N,Eastern Bering Sea,N,September juvenile sockeye salmon abundance in the EBS from the AFSC Bering Arctic Subarctic Integrated Survey,Bristol Bay Red King Crab,2020,2020,NA,NA,-1,1,Mt,9,NA,NA,NA,NA,NA,NA,NA
1997,Summer_Sockeye_Salmon_Abundance_EBS_Survey,NA,AFSC Bering-Aleutian Salmon International Survey,AFSC BASIS Survey,Summer_Sockeye_Salmon_Abundance_EBS_Survey,Sockeye salmon abundance was estimated from NOAA Bering Arctic Subarctic Integrated Surveys in the EBS.,Ecosystem,Upper Trophic,Ellen Yasumiishi,Annually,N,Eastern Bering Sea,N,September juvenile sockeye salmon abundance in the EBS from the AFSC Bering Arctic Subarctic Integrated Survey,Bristol Bay Red King Crab,2020,2020,NA,NA,-1,1,Mt,9,NA,NA,NA,NA,NA,NA,NA
1996,Summer_Sockeye_Salmon_Abundance_EBS_Survey,NA,AFSC Bering-Aleutian Salmon International Survey,AFSC BASIS Survey,Summer_Sockeye_Salmon_Abundance_EBS_Survey,Sockeye salmon abundance was estimated from NOAA Bering Arctic Subarctic Integrated Surveys in the EBS.,Ecosystem,Upper Trophic,Ellen Yasumiishi,Annually,N,Eastern Bering Sea,N,September juvenile sockeye salmon abundance in the EBS from the AFSC Bering Arctic Subarctic Integrated Survey,Bristol Bay Red King Crab,2020,2020,NA,NA,-1,1,Mt,9,NA,NA,NA,NA,NA,NA,NA
1995,Summer_Sockeye_Salmon_Abundance_EBS_Survey,NA,AFSC Bering-Aleutian Salmon International Survey,AFSC BASIS Survey,Summer_Sockeye_Salmon_Abundance_EBS_Survey,Sockeye salmon abundance was estimated from NOAA Bering Arctic Subarctic Integrated Surveys in the EBS.,Ecosystem,Upper Trophic,Ellen Yasumiishi,Annually,N,Eastern Bering Sea,N,September juvenile sockeye salmon abundance in the EBS from the AFSC Bering Arctic Subarctic Integrated Survey,Bristol Bay Red King Crab,2020,2020,NA,NA,-1,1,Mt,9,NA,NA,NA,NA,NA,NA,NA
1994,Summer_Sockeye_Salmon_Abundance_EBS_Survey,NA,AFSC Bering-Aleutian Salmon International Survey,AFSC BASIS Survey,Summer_Sockeye_Salmon_Abundance_EBS_Survey,Sockeye salmon abundance was estimated from NOAA Bering Arctic Subarctic Integrated Surveys in the EBS.,Ecosystem,Upper Trophic,Ellen Yasumiishi,Annually,N,Eastern Bering Sea,N,September juvenile sockeye salmon abundance in the EBS from the AFSC Bering Arctic Subarctic Integrated Survey,Bristol Bay Red King Crab,2020,2020,NA,NA,-1,1,Mt,9,NA,NA,NA,NA,NA,NA,NA
1993,Summer_Sockeye_Salmon_Abundance_EBS_Survey,NA,AFSC Bering-Aleutian Salmon International Survey,AFSC BASIS Survey,Summer_Sockeye_Salmon_Abundance_EBS_Survey,Sockeye salmon abundance was estimated from NOAA Bering Arctic Subarctic Integrated Surveys in the EBS.,Ecosystem,Upper Trophic,Ellen Yasumiishi,Annually,N,Eastern Bering Sea,N,September juvenile sockeye salmon abundance in the EBS from the AFSC Bering Arctic Subarctic Integrated Survey,Bristol Bay Red King Crab,2020,2020,NA,NA,-1,1,Mt,9,NA,NA,NA,NA,NA,NA,NA
1992,Summer_Sockeye_Salmon_Abundance_EBS_Survey,NA,AFSC Bering-Aleutian Salmon International Survey,AFSC BASIS Survey,Summer_Sockeye_Salmon_Abundance_EBS_Survey,Sockeye salmon abundance was estimated from NOAA Bering Arctic Subarctic Integrated Surveys in the EBS.,Ecosystem,Upper Trophic,Ellen Yasumiishi,Annually,N,Eastern Bering Sea,N,September juvenile sockeye salmon abundance in the EBS from the AFSC Bering Arctic Subarctic Integrated Survey,Bristol Bay Red King Crab,2020,2020,NA,NA,-1,1,Mt,9,NA,NA,NA,NA,NA,NA,NA
1991,Summer_Sockeye_Salmon_Abundance_EBS_Survey,NA,AFSC Bering-Aleutian Salmon International Survey,AFSC BASIS Survey,Summer_Sockeye_Salmon_Abundance_EBS_Survey,Sockeye salmon abundance was estimated from NOAA Bering Arctic Subarctic Integrated Surveys in the EBS.,Ecosystem,Upper Trophic,Ellen Yasumiishi,Annually,N,Eastern Bering Sea,N,September juvenile sockeye salmon abundance in the EBS from the AFSC Bering Arctic Subarctic Integrated Survey,Bristol Bay Red King Crab,2020,2020,NA,NA,-1,1,Mt,9,NA,NA,NA,NA,NA,NA,NA
1990,Summer_Sockeye_Salmon_Abundance_EBS_Survey,NA,AFSC Bering-Aleutian Salmon International Survey,AFSC BASIS Survey,Summer_Sockeye_Salmon_Abundance_EBS_Survey,Sockeye salmon abundance was estimated from NOAA Bering Arctic Subarctic Integrated Surveys in the EBS.,Ecosystem,Upper Trophic,Ellen Yasumiishi,Annually,N,Eastern Bering Sea,N,September juvenile sockeye salmon abundance in the EBS from the AFSC Bering Arctic Subarctic Integrated Survey,Bristol Bay Red King Crab,2020,2020,NA,NA,-1,1,Mt,9,NA,NA,NA,NA,NA,NA,NA
1989,Summer_Sockeye_Salmon_Abundance_EBS_Survey,NA,AFSC Bering-Aleutian Salmon International Survey,AFSC BASIS Survey,Summer_Sockeye_Salmon_Abundance_EBS_Survey,Sockeye salmon abundance was estimated from NOAA Bering Arctic Subarctic Integrated Surveys in the EBS.,Ecosystem,Upper Trophic,Ellen Yasumiishi,Annually,N,Eastern Bering Sea,N,September juvenile sockeye salmon abundance in the EBS from the AFSC Bering Arctic Subarctic Integrated Survey,Bristol Bay Red King Crab,2020,2020,NA,NA,-1,1,Mt,9,NA,NA,NA,NA,NA,NA,NA
1988,Summer_Sockeye_Salmon_Abundance_EBS_Survey,NA,AFSC Bering-Aleutian Salmon International Survey,AFSC BASIS Survey,Summer_Sockeye_Salmon_Abundance_EBS_Survey,Sockeye salmon abundance was estimated from NOAA Bering Arctic Subarctic Integrated Surveys in the EBS.,Ecosystem,Upper Trophic,Ellen Yasumiishi,Annually,N,Eastern Bering Sea,N,September juvenile sockeye salmon abundance in the EBS from the AFSC Bering Arctic Subarctic Integrated Survey,Bristol Bay Red King Crab,2020,2020,NA,NA,-1,1,Mt,9,NA,NA,NA,NA,NA,NA,NA
1987,Summer_Sockeye_Salmon_Abundance_EBS_Survey,NA,AFSC Bering-Aleutian Salmon International Survey,AFSC BASIS Survey,Summer_Sockeye_Salmon_Abundance_EBS_Survey,Sockeye salmon abundance was estimated from NOAA Bering Arctic Subarctic Integrated Surveys in the EBS.,Ecosystem,Upper Trophic,Ellen Yasumiishi,Annually,N,Eastern Bering Sea,N,September juvenile sockeye salmon abundance in the EBS from the AFSC Bering Arctic Subarctic Integrated Survey,Bristol Bay Red King Crab,2020,2020,NA,NA,-1,1,Mt,9,NA,NA,NA,NA,NA,NA,NA
1986,Summer_Sockeye_Salmon_Abundance_EBS_Survey,NA,AFSC Bering-Aleutian Salmon International Survey,AFSC BASIS Survey,Summer_Sockeye_Salmon_Abundance_EBS_Survey,Sockeye salmon abundance was estimated from NOAA Bering Arctic Subarctic Integrated Surveys in the EBS.,Ecosystem,Upper Trophic,Ellen Yasumiishi,Annually,N,Eastern Bering Sea,N,September juvenile sockeye salmon abundance in the EBS from the AFSC Bering Arctic Subarctic Integrated Survey,Bristol Bay Red King Crab,2020,2020,NA,NA,-1,1,Mt,9,NA,NA,NA,NA,NA,NA,NA
1985,Summer_Sockeye_Salmon_Abundance_EBS_Survey,NA,AFSC Bering-Aleutian Salmon International Survey,AFSC BASIS Survey,Summer_Sockeye_Salmon_Abundance_EBS_Survey,Sockeye salmon abundance was estimated from NOAA Bering Arctic Subarctic Integrated Surveys in the EBS.,Ecosystem,Upper Trophic,Ellen Yasumiishi,Annually,N,Eastern Bering Sea,N,September juvenile sockeye salmon abundance in the EBS from the AFSC Bering Arctic Subarctic Integrated Survey,Bristol Bay Red King Crab,2020,2020,NA,NA,-1,1,Mt,9,NA,NA,NA,NA,NA,NA,NA
1984,Summer_Sockeye_Salmon_Abundance_EBS_Survey,NA,AFSC Bering-Aleutian Salmon International Survey,AFSC BASIS Survey,Summer_Sockeye_Salmon_Abundance_EBS_Survey,Sockeye salmon abundance was estimated from NOAA Bering Arctic Subarctic Integrated Surveys in the EBS.,Ecosystem,Upper Trophic,Ellen Yasumiishi,Annually,N,Eastern Bering Sea,N,September juvenile sockeye salmon abundance in the EBS from the AFSC Bering Arctic Subarctic Integrated Survey,Bristol Bay Red King Crab,2020,2020,NA,NA,-1,1,Mt,9,NA,NA,NA,NA,NA,NA,NA
1983,Summer_Sockeye_Salmon_Abundance_EBS_Survey,NA,AFSC Bering-Aleutian Salmon International Survey,AFSC BASIS Survey,Summer_Sockeye_Salmon_Abundance_EBS_Survey,Sockeye salmon abundance was estimated from NOAA Bering Arctic Subarctic Integrated Surveys in the EBS.,Ecosystem,Upper Trophic,Ellen Yasumiishi,Annually,N,Eastern Bering Sea,N,September juvenile sockeye salmon abundance in the EBS from the AFSC Bering Arctic Subarctic Integrated Survey,Bristol Bay Red King Crab,2020,2020,NA,NA,-1,1,Mt,9,NA,NA,NA,NA,NA,NA,NA
1982,Summer_Sockeye_Salmon_Abundance_EBS_Survey,NA,AFSC Bering-Aleutian Salmon International Survey,AFSC BASIS Survey,Summer_Sockeye_Salmon_Abundance_EBS_Survey,Sockeye salmon abundance was estimated from NOAA Bering Arctic Subarctic Integrated Surveys in the EBS.,Ecosystem,Upper Trophic,Ellen Yasumiishi,Annually,N,Eastern Bering Sea,N,September juvenile sockeye salmon abundance in the EBS from the AFSC Bering Arctic Subarctic Integrated Survey,Bristol Bay Red King Crab,2020,2020,NA,NA,-1,1,Mt,9,NA,NA,NA,NA,NA,NA,NA
1981,Summer_Sockeye_Salmon_Abundance_EBS_Survey,NA,AFSC Bering-Aleutian Salmon International Survey,AFSC BASIS Survey,Summer_Sockeye_Salmon_Abundance_EBS_Survey,Sockeye salmon abundance was estimated from NOAA Bering Arctic Subarctic Integrated Surveys in the EBS.,Ecosystem,Upper Trophic,Ellen Yasumiishi,Annually,N,Eastern Bering Sea,N,September juvenile sockeye salmon abundance in the EBS from the AFSC Bering Arctic Subarctic Integrated Survey,Bristol Bay Red King Crab,2020,2020,NA,NA,-1,1,Mt,9,NA,NA,NA,NA,NA,NA,NA
1980,Summer_Sockeye_Salmon_Abundance_EBS_Survey,NA,AFSC Bering-Aleutian Salmon International Survey,AFSC BASIS Survey,Summer_Sockeye_Salmon_Abundance_EBS_Survey,Sockeye salmon abundance was estimated from NOAA Bering Arctic Subarctic Integrated Surveys in the EBS.,Ecosystem,Upper Trophic,Ellen Yasumiishi,Annually,N,Eastern Bering Sea,N,September juvenile sockeye salmon abundance in the EBS from the AFSC Bering Arctic Subarctic Integrated Survey,Bristol Bay Red King Crab,2020,2020,NA,NA,-1,1,Mt,9,NA,NA,NA,NA,NA,NA,NA
2023,Summer_Temperature_Bottom_BBRKC_Survey,3.116911765,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Temperature_Bottom_BBRKC_Survey,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Ecosystem,Physical,Erin Fedewa,Annually,N,Not Applicable,N,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Bristol Bay Red King Crab,2021,2021,NA,NA,1,1,Degrees C,4,NA,NA,NA,NA,NA,NA,NA
2022,Summer_Temperature_Bottom_BBRKC_Survey,3.103676471,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Temperature_Bottom_BBRKC_Survey,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Ecosystem,Physical,Erin Fedewa,Annually,N,Not Applicable,N,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Bristol Bay Red King Crab,2021,2021,NA,NA,1,1,Degrees C,4,NA,NA,NA,NA,NA,NA,NA
2021,Summer_Temperature_Bottom_BBRKC_Survey,3.923529412,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Temperature_Bottom_BBRKC_Survey,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Ecosystem,Physical,Erin Fedewa,Annually,N,Not Applicable,N,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Bristol Bay Red King Crab,2021,2021,NA,NA,1,1,Degrees C,4,NA,NA,NA,NA,NA,NA,NA
2020,Summer_Temperature_Bottom_BBRKC_Survey,NA,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Temperature_Bottom_BBRKC_Survey,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Ecosystem,Physical,Erin Fedewa,Annually,N,Not Applicable,N,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Bristol Bay Red King Crab,2021,2021,NA,NA,1,1,Degrees C,4,NA,NA,NA,NA,NA,NA,NA
2019,Summer_Temperature_Bottom_BBRKC_Survey,5.105147059,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Temperature_Bottom_BBRKC_Survey,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Ecosystem,Physical,Erin Fedewa,Annually,N,Not Applicable,N,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Bristol Bay Red King Crab,2021,2021,NA,NA,1,1,Degrees C,4,NA,NA,NA,NA,NA,NA,NA
2018,Summer_Temperature_Bottom_BBRKC_Survey,4.613235294,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Temperature_Bottom_BBRKC_Survey,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Ecosystem,Physical,Erin Fedewa,Annually,N,Not Applicable,N,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Bristol Bay Red King Crab,2021,2021,NA,NA,1,1,Degrees C,4,NA,NA,NA,NA,NA,NA,NA
2017,Summer_Temperature_Bottom_BBRKC_Survey,2.833823529,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Temperature_Bottom_BBRKC_Survey,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Ecosystem,Physical,Erin Fedewa,Annually,N,Not Applicable,N,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Bristol Bay Red King Crab,2021,2021,NA,NA,1,1,Degrees C,4,NA,NA,NA,NA,NA,NA,NA
2016,Summer_Temperature_Bottom_BBRKC_Survey,5.488235294,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Temperature_Bottom_BBRKC_Survey,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Ecosystem,Physical,Erin Fedewa,Annually,N,Not Applicable,N,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Bristol Bay Red King Crab,2021,2021,NA,NA,1,1,Degrees C,4,NA,NA,NA,NA,NA,NA,NA
2015,Summer_Temperature_Bottom_BBRKC_Survey,4.490441176,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Temperature_Bottom_BBRKC_Survey,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Ecosystem,Physical,Erin Fedewa,Annually,N,Not Applicable,N,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Bristol Bay Red King Crab,2021,2021,NA,NA,1,1,Degrees C,4,NA,NA,NA,NA,NA,NA,NA
2014,Summer_Temperature_Bottom_BBRKC_Survey,4.148529412,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Temperature_Bottom_BBRKC_Survey,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Ecosystem,Physical,Erin Fedewa,Annually,N,Not Applicable,N,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Bristol Bay Red King Crab,2021,2021,NA,NA,1,1,Degrees C,4,NA,NA,NA,NA,NA,NA,NA
2013,Summer_Temperature_Bottom_BBRKC_Survey,2.374264706,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Temperature_Bottom_BBRKC_Survey,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Ecosystem,Physical,Erin Fedewa,Annually,N,Not Applicable,N,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Bristol Bay Red King Crab,2021,2021,NA,NA,1,1,Degrees C,4,NA,NA,NA,NA,NA,NA,NA
2012,Summer_Temperature_Bottom_BBRKC_Survey,1.220588235,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Temperature_Bottom_BBRKC_Survey,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Ecosystem,Physical,Erin Fedewa,Annually,N,Not Applicable,N,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Bristol Bay Red King Crab,2021,2021,NA,NA,1,1,Degrees C,4,NA,NA,NA,NA,NA,NA,NA
2011,Summer_Temperature_Bottom_BBRKC_Survey,2.836764706,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Temperature_Bottom_BBRKC_Survey,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Ecosystem,Physical,Erin Fedewa,Annually,N,Not Applicable,N,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Bristol Bay Red King Crab,2021,2021,NA,NA,1,1,Degrees C,4,NA,NA,NA,NA,NA,NA,NA
2010,Summer_Temperature_Bottom_BBRKC_Survey,1.773529412,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Temperature_Bottom_BBRKC_Survey,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Ecosystem,Physical,Erin Fedewa,Annually,N,Not Applicable,N,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Bristol Bay Red King Crab,2021,2021,NA,NA,1,1,Degrees C,4,NA,NA,NA,NA,NA,NA,NA
2009,Summer_Temperature_Bottom_BBRKC_Survey,1.416911765,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Temperature_Bottom_BBRKC_Survey,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Ecosystem,Physical,Erin Fedewa,Annually,N,Not Applicable,N,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Bristol Bay Red King Crab,2021,2021,NA,NA,1,1,Degrees C,4,NA,NA,NA,NA,NA,NA,NA
2008,Summer_Temperature_Bottom_BBRKC_Survey,1.633088235,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Temperature_Bottom_BBRKC_Survey,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Ecosystem,Physical,Erin Fedewa,Annually,N,Not Applicable,N,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Bristol Bay Red King Crab,2021,2021,NA,NA,1,1,Degrees C,4,NA,NA,NA,NA,NA,NA,NA
2007,Summer_Temperature_Bottom_BBRKC_Survey,2.122794118,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Temperature_Bottom_BBRKC_Survey,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Ecosystem,Physical,Erin Fedewa,Annually,N,Not Applicable,N,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Bristol Bay Red King Crab,2021,2021,NA,NA,1,1,Degrees C,4,NA,NA,NA,NA,NA,NA,NA
2006,Summer_Temperature_Bottom_BBRKC_Survey,2.417910448,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Temperature_Bottom_BBRKC_Survey,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Ecosystem,Physical,Erin Fedewa,Annually,N,Not Applicable,N,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Bristol Bay Red King Crab,2021,2021,NA,NA,1,1,Degrees C,4,NA,NA,NA,NA,NA,NA,NA
2005,Summer_Temperature_Bottom_BBRKC_Survey,4.284615385,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Temperature_Bottom_BBRKC_Survey,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Ecosystem,Physical,Erin Fedewa,Annually,N,Not Applicable,N,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Bristol Bay Red King Crab,2021,2021,NA,NA,1,1,Degrees C,4,NA,NA,NA,NA,NA,NA,NA
2004,Summer_Temperature_Bottom_BBRKC_Survey,3.77238806,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Temperature_Bottom_BBRKC_Survey,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Ecosystem,Physical,Erin Fedewa,Annually,N,Not Applicable,N,Summer bottom temperatures in the BBRKC management area from the AFSC EBS bottom trawl survey,Bristol Bay Red King Crab,2021,2021,NA,NA,1,1,Degrees C,4,NA,NA,NA,NA,NA,NA,NA
